0,1,2,3,4,5,6,7,8,9,10
265.0,270.3826016319706,270.8754865553431,270.89914074436825,270.89990926717405,270.89992818912384,270.89992856505756,270.8999285713295,270.8999285714191,270.89992857142056,270.8999285714286
265.0,270.3792685889107,270.8751616886006,270.8991247883281,270.8999087408962,270.89992817601274,270.8999285647944,270.89992857132506,270.89992857141897,270.8999285714205,270.8999285714286
265.0,270.37593990352207,270.8748349691508,270.89910862925876,270.8999082042244,270.89992816255057,270.89992856452227,270.8999285713204,270.89992857141885,270.89992857142045,270.8999285714286
265.0,270.37261556854355,270.87450640239126,270.8990922661623,270.89990765703243,270.8999281487305,270.89992856424107,270.89992857131557,270.8999285714187,270.8999285714204,270.8999285714286
265.0,270.36929557672784,270.87417599370656,270.89907569804575,270.89990709919357,270.8999281345458,270.8999285639505,270.8999285713105,270.8999285714185,270.89992857142033,270.8999285714286
265.0,270.3659799208411,270.873843748468,270.899058923921,270.89990653058055,270.89992811998945,270.89992856365035,270.8999285713053,270.89992857141834,270.8999285714203,270.8999285714286
265.0,270.36266859366316,270.8735096720341,270.89904194280496,270.89990595106565,270.8999281050546,270.8999285633403,270.8999285712998,270.8999285714182,270.8999285714202,270.8999285714286
265.0,270.3593615879875,270.87317376975034,270.89902475371946,270.8999053605207,270.8999280897341,270.89992856302024,270.89992857129414,270.899928571418,270.89992857142016,270.8999285714286
265.0,270.35605889662116,270.87283604694903,270.8990073556914,270.89990475881683,270.89992807402075,270.89992856268975,270.8999285712883,270.89992857141783,270.8999285714201,270.8999285714286
265.0,270.35276051238475,270.8724965089498,270.8989897477524,270.8999041458249,270.89992805790746,270.89992856234863,270.8999285712822,270.89992857141766,270.89992857142005,270.8999285714286
265.0,270.34946642811235,270.87215516105925,270.8989719289389,270.8999035214152,270.8999280413868,270.89992856199666,270.8999285712759,270.89992857141755,270.89992857142,270.8999285714286
265.0,270.3461766366516,270.8718120085711,270.8989538982926,270.8999028854574,270.8999280244514,270.8999285616335,270.8999285712693,270.89992857141743,270.89992857141993,270.8999285714286
265.0,270.3428911308635,270.87146705676633,270.89893565485954,270.89990223782087,270.8999280070938,270.89992856125883,270.8999285712625,270.8999285714173,270.8999285714199,270.8999285714286
265.0,270.33960990362255,270.871120310913,270.89891719769105,270.8999015783745,270.8999279893065,270.89992856087247,270.8999285712554,270.8999285714172,270.8999285714198,270.8999285714286
265.0,270.33633294781663,270.87077177626645,270.8988985258431,270.8999009069866,270.89992797108187,270.8999285604741,270.89992857124804,270.8999285714171,270.89992857141976,270.8999285714286
265.0,270.33306025634715,270.87042145806925,270.8988796383764,270.8999002235251,270.89992795241216,270.8999285600635,270.8999285712404,270.899928571417,270.8999285714197,270.8999285714286
265.0,270.3297918221286,270.8700693615512,270.8988605343565,270.8998995278574,270.89992793328963,270.8999285596403,270.8999285712325,270.8999285714168,270.89992857141965,270.8999285714286
265.0,270.326527638089,270.8697154919295,270.8988412128538,270.89989881985036,270.89992791370634,270.89992855920417,270.89992857122434,270.89992857141664,270.8999285714196,270.8999285714286
265.0,270.3232676971696,270.8693598544087,270.89882167294354,270.89989809937066,270.89992789365436,270.8999285587549,270.8999285712158,270.89992857141647,270.89992857141954,270.8999285714286
265.0,270.320011992325,270.8690024541806,270.89880191370537,270.8998973662843,270.89992787312565,270.89992855829206,270.89992857120706,270.8999285714163,270.8999285714195,270.8999285714286
265.0,270.316760516523,270.86864329642435,270.8987819342241,270.8998966204568,270.8999278521122,270.8999285578155,270.89992857119796,270.8999285714161,270.8999285714194,270.8999285714286
265.0,270.3135132627445,270.8682823863069,270.8987617335889,270.8998958617533,270.8999278306058,270.8999285573248,270.8999285711885,270.89992857141596,270.89992857141937,270.8999285714286
265.0,270.31027022398376,270.8679197289822,270.8987413108939,270.8998950900386,270.8999278085981,270.8999285568196,270.89992857117875,270.8999285714158,270.8999285714193,270.8999285714286
265.0,270.3070313932481,270.86755532959194,270.89872066523776,270.899894305177,270.8999277860807,270.8999285562996,270.8999285711687,270.8999285714156,270.89992857141925,270.8999285714286
265.0,270.3037967635581,270.8671891932653,270.89869979572387,270.89989350703223,270.89992776304524,270.8999285557644,270.8999285711582,270.89992857141544,270.8999285714192,270.8999285714286
